study_hours_daily,mock_test_avg,physics_accuracy_pct,chemistry_accuracy_pct,biology_accuracy_pct,revision_cycles,attendance_pct,sleep_hours,dropper_years,coaching_type,exam_medium,school_board,neet_marks,neet_rank
8.11,534.3,81.7,85.3,89.8,7,95.4,6.11,1,online,hindi,cbse,538,15795
3.67,373.2,49.6,71.1,80.9,5,82.1,7.56,1,offline,english,cbse,409,100249
7.97,568.6,80.3,75.6,91.1,5,93.2,5.92,0,hybrid,english,cbse,533,14174
3.93,347.3,50.9,65.1,65.8,5,67.9,7.0,0,offline,english,cbse,388,132720
4.92,294.4,27.3,56.2,55.4,1,63.8,6.93,0,offline,english,state,286,351094
9.26,638.6,88.2,90.4,95.9,5,97.2,5.04,0,online,english,state,644,593
5.02,329.4,57.9,75.7,61.1,2,79.4,6.63,1,online,english,cbse,362,171450
4.31,271.4,38.9,41.1,50.8,1,53.4,7.51,0,offline,hindi,cbse,252,465433
5.9,410.9,50.4,69.3,57.4,2,66.9,8.23,0,offline,regional,state,382,139089
4.36,299.6,36.3,67.6,75.8,4,62.7,8.37,0,none,english,cbse,350,196600
5.2,455.2,48.9,82.4,70.6,4,88.3,7.39,0,hybrid,english,cbse,471,43117
5.89,396.0,52.9,68.2,71.4,3,77.8,7.36,0,online,english,cbse,387,131650
8.07,507.9,77.0,87.4,77.8,6,91.7,7.54,0,online,regional,cbse,576,3334
9.81,510.3,78.7,83.9,90.3,7,81.9,6.01,0,hybrid,english,cbse,586,4937
6.72,526.4,79.6,99.0,95.3,8,89.9,6.07,0,offline,english,cbse,580,3766
7.14,437.7,83.3,65.9,90.4,5,80.2,6.39,0,none,hindi,cbse,499,29903
4.79,332.9,61.4,74.6,61.1,4,72.8,7.0,0,none,regional,icse,403,107144
4.88,381.6,73.7,69.5,70.8,3,93.0,7.63,0,hybrid,english,cbse,407,101683
5.52,363.6,65.6,55.2,69.6,4,83.8,6.36,0,online,regional,icse,339,216078
8.28,638.4,78.0,95.3,80.4,6,97.1,7.19,2,hybrid,english,state,601,1817
5.82,443.3,68.5,64.9,74.8,3,76.6,6.94,0,none,english,cbse,476,40831
5.37,250.1,67.3,54.1,52.8,3,66.6,6.49,1,online,hindi,state,280,370010
6.53,473.6,62.5,76.6,67.6,3,79.9,7.83,2,none,english,state,464,48895
8.35,405.1,66.3,61.3,70.3,5,96.7,7.52,2,none,hindi,cbse,429,80288
7.68,307.5,40.4,70.7,61.2,3,73.4,7.21,1,offline,hindi,state,394,119799
5.66,284.8,47.8,64.6,66.6,4,64.8,8.1,1,hybrid,english,state,374,151689
4.22,230.1,54.9,59.8,60.1,2,69.8,7.34,0,online,hindi,cbse,300,310653
5.11,390.4,62.2,46.0,56.9,5,77.7,7.09,0,offline,english,cbse,371,153896
5.08,332.4,47.2,64.5,69.9,4,84.1,7.03,0,hybrid,english,cbse,400,115151
5.8,455.4,76.1,83.9,79.3,6,88.7,6.34,0,hybrid,regional,cbse,476,41209
3.77,318.1,42.8,71.9,57.6,3,75.4,7.29,1,none,english,cbse,316,270364
4.93,404.4,79.0,62.0,74.3,5,79.5,7.06,0,offline,regional,cbse,452,56528
6.5,325.7,67.7,63.4,73.2,2,81.5,6.62,0,online,english,cbse,342,210159
7.44,389.8,82.8,99.0,72.3,6,74.3,6.3,0,hybrid,english,cbse,500,28435
7.79,536.8,80.7,71.1,81.9,6,96.5,7.44,0,none,hindi,cbse,504,27647
6.27,475.9,79.4,85.4,86.4,4,75.5,7.48,0,none,english,state,515,21768
4.26,261.8,50.4,56.1,59.5,4,72.7,7.77,0,online,english,cbse,305,298645
4.88,337.5,68.4,63.2,74.9,5,79.0,6.66,1,hybrid,english,cbse,407,101335
4.98,386.3,55.9,56.4,61.2,3,82.9,7.88,1,offline,hindi,cbse,384,133994
5.27,453.5,58.8,90.6,76.9,5,76.3,7.53,0,offline,hindi,icse,483,38733
3.35,225.7,47.4,56.2,48.2,3,56.6,6.98,1,offline,english,state,280,371928
4.86,232.9,50.8,50.2,58.3,4,71.1,7.38,0,offline,hindi,state,269,406742
6.45,557.1,73.0,79.6,80.3,4,95.6,5.65,0,none,english,cbse,496,30917
5.31,267.7,60.7,67.0,70.4,5,85.5,8.31,0,hybrid,english,cbse,407,101513
2.75,203.0,48.0,45.7,58.7,4,67.0,7.53,0,hybrid,english,state,251,470843
7.72,563.6,74.3,76.3,83.4,5,96.3,6.24,0,offline,english,state,550,11145
6.04,347.6,62.1,62.0,63.6,3,79.4,7.76,0,online,regional,cbse,389,124290
5.18,357.8,50.4,63.6,67.5,4,79.5,6.34,1,offline,regional,cbse,365,165875
6.57,275.3,58.0,55.6,53.7,2,76.9,7.19,0,hybrid,english,cbse,284,358435
6.62,517.3,67.4,93.0,76.6,5,74.8,7.36,0,online,hindi,cbse,525,17319
4.99,293.7,61.6,60.7,65.9,3,63.8,7.67,0,online,english,cbse,321,256611
4.06,368.9,61.6,52.2,56.4,4,66.0,7.09,2,offline,english,cbse,403,108823
3.75,229.1,47.8,51.8,51.3,1,63.5,7.21,1,none,hindi,cbse,252,468239
6.17,424.1,89.1,72.5,68.3,8,79.8,8.03,1,offline,regional,icse,525,15940
6.86,403.1,78.4,67.8,75.8,4,79.7,7.23,0,offline,english,cbse,446,63463
6.69,341.3,68.9,64.4,78.3,5,77.4,7.49,0,hybrid,hindi,cbse,436,72971
5.28,379.9,78.4,64.2,73.0,5,78.2,6.56,0,none,english,cbse,418,91317
6.3,360.3,59.8,73.8,76.8,5,88.3,7.26,1,online,english,cbse,412,97182
6.33,275.6,46.0,63.8,54.3,2,79.9,6.96,1,none,regional,cbse,274,390152
5.81,425.9,70.8,57.9,84.3,6,76.6,5.97,1,online,english,icse,474,44695
3.9,377.1,57.8,76.3,65.5,4,85.5,6.96,0,offline,english,cbse,423,84252
5.27,226.1,53.1,53.4,46.7,3,88.0,7.09,0,online,hindi,cbse,263,426767
7.98,616.7,79.5,72.0,79.5,7,93.6,7.39,0,online,regional,state,573,5673
6.43,391.1,61.2,72.3,78.4,5,75.4,5.7,0,hybrid,regional,cbse,461,51090
8.1,537.1,66.7,87.7,93.3,6,85.7,7.68,0,none,english,cbse,547,9555
7.36,333.6,58.6,66.3,62.6,4,87.7,8.53,0,offline,english,state,376,144873
5.24,258.2,48.9,69.4,58.0,1,65.4,7.38,0,offline,hindi,icse,348,197213
3.42,217.0,35.3,45.0,54.6,5,66.4,6.97,0,none,english,cbse,250,476255
2.06,158.7,25.6,43.8,51.6,1,63.2,7.22,0,offline,english,cbse,170,852647
5.56,343.5,47.1,52.7,56.8,5,81.8,6.12,0,online,english,state,337,218106
6.56,464.5,68.6,70.2,83.0,5,88.5,6.75,0,hybrid,english,cbse,528,16019
7.66,524.0,87.1,89.6,99.0,5,100.0,5.67,0,hybrid,hindi,cbse,594,1803
6.57,285.3,65.5,45.6,52.4,4,62.4,6.93,0,online,english,cbse,311,282108
5.8,303.0,56.3,50.4,51.1,2,69.1,9.3,0,online,hindi,state,273,393309
5.93,343.1,49.8,53.6,76.2,6,69.5,7.64,2,none,english,cbse,326,242916
6.3,538.1,81.0,70.7,86.7,5,83.4,6.65,0,none,hindi,state,548,11895
6.49,391.5,57.8,63.5,68.3,5,78.5,5.74,0,offline,english,icse,375,150501
5.14,257.3,54.9,67.8,50.7,2,74.0,6.91,0,none,english,cbse,292,334876
4.2,324.1,49.3,44.0,61.2,1,65.6,7.95,0,online,regional,state,283,360735
1.65,238.0,36.2,45.1,48.6,2,72.5,7.63,1,none,english,state,246,489992
3.42,223.0,48.2,49.8,52.1,5,60.5,7.86,0,none,hindi,cbse,262,429680
5.2,250.5,39.8,54.5,41.7,0,71.5,8.34,1,offline,english,cbse,265,421969
4.46,418.4,64.5,70.9,71.1,3,76.1,7.88,0,offline,english,state,434,74528
6.72,342.2,70.3,62.8,75.7,4,89.8,7.31,0,hybrid,english,cbse,429,80627
6.41,328.7,69.7,54.2,79.9,3,88.6,6.87,0,hybrid,hindi,state,413,96417
5.87,516.0,97.9,73.9,75.9,4,80.3,6.4,0,hybrid,english,state,553,8120
7.81,460.6,87.7,80.6,79.5,6,86.5,7.29,0,none,hindi,state,548,10230
7.25,546.0,75.2,76.9,99.0,5,88.5,7.77,0,offline,english,cbse,566,7592
4.09,225.5,43.9,56.7,51.3,1,64.8,6.11,0,offline,english,cbse,224,578402
2.7,204.3,50.7,33.7,45.8,1,66.5,8.25,1,offline,english,cbse,217,613134
6.98,392.0,62.8,73.9,64.5,4,79.1,7.68,0,none,english,state,414,94816
4.23,296.1,76.0,59.8,64.5,4,73.9,6.33,0,online,english,cbse,369,155408
2.46,159.0,58.8,33.3,50.7,0,61.1,7.44,0,none,hindi,icse,173,836636
5.76,373.1,39.5,44.2,54.1,3,79.2,7.39,2,none,english,state,333,229103
6.56,580.2,87.5,94.3,97.3,5,82.6,6.85,0,online,english,cbse,588,4993
9.37,537.3,81.3,93.4,93.2,4,86.5,7.85,0,offline,hindi,icse,604,2457
4.07,410.6,42.4,61.5,51.2,3,81.3,8.26,0,offline,english,cbse,387,129217
8.13,570.4,95.3,75.7,88.3,7,85.5,6.56,0,hybrid,english,state,633,1
7.73,377.6,61.5,62.7,65.3,4,77.7,6.52,1,offline,hindi,cbse,399,110862
7.52,436.7,60.7,77.0,85.1,6,86.8,7.24,0,offline,english,state,462,51334
6.14,549.8,81.8,64.3,92.7,2,87.4,7.42,0,offline,english,state,534,11061
4.6,287.5,34.1,46.0,46.9,2,67.2,6.7,0,offline,hindi,state,280,370603
8.75,538.8,82.6,92.4,94.4,6,79.9,6.36,0,offline,english,cbse,560,10023
3.92,439.4,37.3,76.3,73.2,3,74.3,6.45,0,online,hindi,state,392,121844
6.48,354.7,54.0,66.0,64.3,4,73.6,7.06,0,none,english,cbse,404,103942
7.87,516.1,85.2,67.6,85.0,5,100.0,6.51,1,online,hindi,state,571,4801
9.07,524.5,69.2,69.0,77.5,3,79.2,6.04,1,hybrid,english,cbse,518,19642
6.13,398.4,44.9,71.9,62.2,3,59.4,7.14,0,none,english,cbse,378,143688
6.97,517.6,76.0,70.2,87.2,4,98.4,8.04,0,offline,hindi,cbse,503,23714
5.61,227.1,48.2,58.9,60.2,3,76.0,6.03,0,offline,english,cbse,311,282174
5.61,492.3,86.8,71.8,80.7,4,85.1,7.0,1,online,english,cbse,490,31024
3.74,264.9,50.9,50.6,64.1,1,68.8,6.99,0,offline,english,cbse,342,210068
6.1,395.1,63.8,60.2,68.2,4,71.7,6.82,0,hybrid,english,cbse,445,63148
5.38,373.7,48.0,65.2,64.2,6,87.9,7.52,1,none,english,cbse,376,147914
5.79,432.8,71.5,71.5,61.2,3,82.7,6.7,0,online,english,cbse,441,66803
7.78,395.0,76.7,77.0,69.8,5,72.5,6.71,0,online,english,cbse,436,71038
6.31,211.1,46.3,43.6,44.7,2,84.1,6.95,0,offline,english,cbse,252,466440
3.46,345.4,68.8,85.2,71.0,4,79.5,7.94,1,online,regional,cbse,441,64503
5.24,331.0,32.3,62.4,51.0,1,80.4,6.64,0,online,hindi,state,308,292618
4.45,439.0,70.6,64.3,70.3,4,93.8,7.63,0,hybrid,english,cbse,451,58105
5.77,251.9,46.0,43.9,55.3,3,71.2,7.56,0,offline,english,cbse,295,325781
5.25,309.0,52.2,54.5,58.9,5,73.0,7.55,0,offline,english,cbse,360,174313
8.02,442.3,72.8,70.8,75.7,5,80.2,6.04,0,hybrid,english,state,456,55025
5.32,529.4,71.0,72.4,71.2,2,82.5,7.37,0,offline,regional,state,478,39961
3.22,281.3,39.5,44.3,60.8,3,75.9,7.72,0,offline,english,cbse,290,342470
6.38,424.2,63.5,83.7,67.5,5,79.6,6.62,1,hybrid,hindi,cbse,466,46174
4.74,348.2,44.7,66.9,76.8,2,82.2,7.87,0,none,english,cbse,404,108457
4.56,203.5,31.7,47.7,42.7,0,62.1,7.5,2,offline,regional,cbse,197,708865
8.45,535.7,78.9,81.5,85.7,2,87.1,6.94,2,none,hindi,state,519,16509
4.84,171.2,31.5,37.8,46.6,2,73.2,7.3,1,hybrid,english,state,190,745213
5.31,343.8,67.8,54.3,73.5,3,76.5,7.53,0,hybrid,hindi,state,395,120457
4.92,336.3,40.3,57.2,50.2,4,85.6,6.71,0,hybrid,regional,state,300,311699
3.4,392.7,41.7,57.9,49.7,5,83.4,7.03,0,offline,english,cbse,357,178100
5.58,577.8,85.4,90.3,99.0,7,92.8,7.45,0,hybrid,regional,cbse,635,2251
7.47,363.2,63.6,78.0,73.5,4,71.4,7.68,2,offline,english,cbse,440,68763
4.84,383.9,47.9,69.5,62.9,5,62.4,7.19,0,online,hindi,cbse,402,107962
7.06,339.5,68.3,48.0,72.7,4,80.6,6.48,1,online,english,icse,373,148699
6.85,548.7,88.8,74.9,62.4,5,88.0,7.09,2,online,english,icse,520,19346
6.65,423.1,66.5,67.4,67.2,1,76.8,7.56,2,none,english,cbse,409,101754
8.82,583.1,87.0,88.2,91.9,5,79.4,7.12,0,online,english,state,596,438
7.54,421.8,55.9,70.0,66.4,2,66.6,7.96,2,none,english,state,399,115426
4.88,394.1,51.8,52.6,74.3,5,66.6,7.88,0,offline,english,cbse,380,139011
8.36,570.4,84.4,86.3,83.0,5,97.3,7.56,1,offline,hindi,cbse,580,4770
5.0,301.9,44.0,47.8,56.1,1,68.5,7.53,1,offline,hindi,state,252,466348
6.27,400.3,47.1,63.7,59.3,4,84.5,7.29,0,online,hindi,cbse,393,122462
4.27,186.9,42.2,44.6,42.3,4,58.6,6.16,0,hybrid,english,cbse,219,604088
5.81,457.1,63.8,70.9,83.0,7,84.8,7.22,0,hybrid,english,cbse,504,24555
5.8,361.6,52.9,67.4,67.9,4,80.6,7.47,0,online,english,cbse,394,122450
5.35,460.2,65.7,78.2,79.7,5,95.2,6.69,1,online,english,cbse,493,31873
5.89,470.2,67.3,41.7,61.5,4,79.0,6.77,0,offline,english,cbse,405,105921
6.35,435.6,78.6,82.5,83.3,5,84.7,7.13,0,offline,regional,state,530,15897
5.28,433.2,55.2,71.7,65.6,2,70.3,6.16,1,offline,english,state,376,146497
3.72,248.5,49.4,41.8,54.5,4,59.4,8.19,0,offline,english,cbse,301,307308
3.88,262.4,34.2,42.0,52.0,3,70.7,6.09,0,none,english,cbse,255,457605
6.16,465.1,68.7,83.7,87.4,4,94.4,6.21,0,none,english,cbse,483,38703
6.74,404.5,60.1,50.9,72.6,2,68.9,7.35,2,none,english,cbse,406,105474
8.68,621.6,68.1,82.1,86.9,6,85.4,7.92,2,offline,english,state,617,28
7.57,468.3,61.5,67.3,86.5,6,69.3,7.51,1,offline,english,cbse,475,40900
7.96,378.4,52.8,61.6,72.8,6,65.1,7.68,0,online,english,cbse,462,49742
7.83,486.3,70.1,75.0,81.9,4,68.7,7.03,0,online,english,state,490,31007
4.98,448.9,68.7,64.4,72.3,6,91.8,7.06,0,offline,english,state,451,57437
5.38,399.5,45.1,67.7,64.3,3,76.0,6.53,1,online,english,state,377,142905
7.31,355.4,68.8,60.1,72.8,3,81.6,7.18,0,hybrid,english,state,375,148347
3.77,270.3,44.1,44.2,47.9,2,64.3,8.45,0,offline,hindi,state,241,508899
5.95,516.5,79.9,70.9,80.6,5,88.9,6.18,0,online,hindi,cbse,486,31956
7.01,434.7,70.8,77.2,82.6,6,90.1,7.26,0,hybrid,english,cbse,524,19485
6.4,518.4,68.4,71.0,67.8,5,82.0,7.22,1,online,english,icse,490,30357
8.63,508.2,83.9,75.3,78.0,3,77.4,8.3,0,hybrid,english,cbse,516,21843
6.73,472.8,80.1,81.9,93.0,6,97.6,7.54,0,none,regional,cbse,509,23045
9.21,476.1,81.4,83.2,75.6,8,76.0,6.86,0,none,hindi,icse,516,21008
5.15,447.0,69.9,68.3,60.5,5,74.4,8.03,0,hybrid,regional,cbse,414,95662
5.39,468.6,67.5,78.8,67.6,6,81.4,6.92,0,offline,english,state,463,48966
4.47,398.3,58.0,70.7,70.1,4,69.2,8.3,0,none,hindi,state,388,131499
4.65,326.6,52.2,53.1,57.0,4,79.3,6.13,1,none,hindi,cbse,353,188123
7.34,404.7,67.7,83.1,63.9,2,81.3,6.6,1,offline,english,cbse,419,89045
5.85,540.9,78.9,83.1,86.2,5,94.7,7.14,0,offline,english,cbse,587,4239
5.17,444.4,72.5,62.2,79.6,6,74.3,8.51,0,online,english,state,440,70963
5.44,297.6,51.7,55.9,52.9,4,80.3,6.35,0,none,english,state,302,304357
2.7,304.5,47.7,61.5,64.3,3,75.1,8.0,0,offline,english,cbse,342,210014
4.77,387.3,68.2,83.8,73.7,4,86.0,7.47,1,offline,english,state,444,64744
5.72,390.5,67.4,66.9,65.2,5,80.7,6.32,1,hybrid,hindi,cbse,421,87836
7.49,460.7,73.8,86.9,73.2,5,81.2,6.75,1,offline,english,cbse,505,24889
3.23,212.8,33.3,47.6,34.3,3,72.3,7.83,0,offline,english,state,212,635780
5.66,297.1,49.8,47.7,64.4,2,68.5,6.8,1,hybrid,english,cbse,274,391925
3.47,259.1,26.8,52.6,57.3,4,70.0,7.63,0,hybrid,hindi,cbse,237,524536
7.02,309.3,53.5,55.5,66.5,4,83.2,7.18,0,offline,english,state,402,108374
7.65,490.6,95.4,78.3,82.8,4,69.2,7.02,0,offline,english,cbse,562,6599
4.4,336.5,56.4,60.3,68.6,6,79.5,7.95,0,hybrid,english,cbse,410,98559
4.88,261.0,38.9,53.9,51.4,5,76.7,5.9,1,none,english,cbse,295,324254
5.2,509.0,77.8,93.9,90.4,4,83.8,5.93,1,online,regional,cbse,545,11805
7.0,353.5,54.1,73.5,64.3,3,80.7,6.05,1,hybrid,english,cbse,406,102511
5.15,383.1,68.6,70.4,72.0,5,95.4,7.13,1,hybrid,english,cbse,428,81904
3.97,303.7,47.6,47.4,65.6,3,68.2,6.95,0,hybrid,english,cbse,317,267786
4.35,245.4,46.9,61.3,60.3,3,73.9,7.57,0,none,english,cbse,316,268852
6.03,577.5,94.7,90.9,86.6,8,83.5,7.02,0,offline,hindi,state,637,2925
5.97,580.4,66.8,91.1,86.8,4,92.6,6.57,0,online,english,cbse,566,5878
7.29,464.2,80.7,61.8,80.7,4,91.9,7.51,0,none,english,icse,468,45742
3.58,224.8,43.3,39.0,43.5,2,71.7,7.55,1,online,english,state,256,454231
6.27,305.8,47.5,64.3,60.1,3,61.2,6.5,1,hybrid,english,state,324,250451
6.16,359.5,63.9,50.6,52.3,5,80.3,6.89,0,offline,english,state,377,145223
5.61,401.9,71.0,64.2,75.8,6,93.9,7.21,0,hybrid,regional,cbse,503,26325
5.61,439.2,57.3,58.9,71.3,3,85.9,8.95,0,none,english,icse,422,89353
3.65,213.1,16.9,39.9,44.8,2,64.4,7.69,1,offline,english,state,199,696878
5.94,537.4,65.9,68.5,67.3,4,70.2,6.28,0,offline,english,state,459,54364
7.15,294.6,56.3,65.9,55.5,6,71.1,7.78,0,none,hindi,state,362,171145
6.66,411.9,85.3,76.6,73.2,4,75.4,7.64,1,offline,english,state,447,60644
3.22,339.2,53.0,51.3,68.6,2,82.4,8.2,0,online,regional,cbse,310,287072
7.22,631.1,87.1,98.5,98.3,8,83.9,5.9,0,hybrid,english,cbse,660,2303
7.28,526.3,82.6,81.2,99.0,3,100.0,6.64,2,offline,english,state,553,11451
6.26,439.9,59.3,50.2,68.6,3,76.0,6.13,0,offline,english,cbse,395,119849
8.1,427.0,76.5,62.7,73.0,1,84.3,7.67,0,hybrid,regional,cbse,440,68429
6.87,418.9,79.5,73.1,67.0,5,83.9,6.53,0,online,hindi,state,464,49516
5.09,274.9,56.1,63.3,72.1,2,69.4,5.51,0,online,regional,cbse,345,203519
4.95,396.5,41.8,50.3,60.1,5,74.5,8.1,1,offline,regional,cbse,384,136098
8.39,547.8,76.1,78.7,83.2,7,74.5,7.43,0,none,regional,cbse,578,5083
5.76,386.0,65.3,52.8,57.0,4,89.2,6.51,0,offline,english,state,381,138999
4.35,389.0,79.1,67.5,80.4,7,85.4,7.55,0,offline,hindi,cbse,479,39401
8.68,554.0,94.7,97.6,99.0,5,90.1,7.15,1,offline,english,cbse,579,6045
4.65,431.5,62.2,56.5,70.9,3,87.5,6.79,0,offline,english,state,423,81786
6.05,343.5,69.0,52.1,62.7,3,76.2,8.34,0,offline,regional,cbse,363,170576
3.37,232.7,34.4,29.5,47.2,2,51.2,7.99,0,offline,english,cbse,181,793575
5.49,394.5,62.1,68.1,84.5,5,87.8,6.59,0,hybrid,english,state,445,63477
2.64,377.7,56.4,70.6,64.8,6,80.2,6.92,0,none,hindi,cbse,394,121156
5.29,230.3,50.1,57.5,51.2,2,73.3,7.12,0,none,hindi,cbse,279,373069
3.79,305.9,42.2,39.1,46.5,2,72.0,6.96,1,offline,english,state,272,396503
5.54,419.8,69.9,67.1,77.7,4,78.0,7.29,1,online,english,icse,440,65207
6.2,401.4,63.0,71.0,75.1,5,76.7,6.55,1,online,english,state,419,89644
7.4,587.4,81.4,85.8,80.0,4,81.0,7.42,1,hybrid,hindi,cbse,597,384
6.22,228.4,42.3,27.8,41.5,1,67.6,7.08,0,offline,english,cbse,268,410266
4.08,421.0,66.9,55.5,70.0,6,76.1,6.86,2,none,hindi,cbse,421,90123
6.75,456.3,64.4,86.4,82.7,4,85.8,7.69,1,hybrid,english,state,498,28033
5.06,214.2,39.5,45.6,39.6,1,62.8,7.1,0,offline,hindi,cbse,229,558855
6.27,525.7,73.7,84.2,89.3,7,77.8,7.91,0,hybrid,english,state,535,13791
6.76,423.5,70.9,80.6,73.5,5,89.5,6.41,1,online,english,cbse,450,58341
8.83,443.9,54.1,51.7,58.9,5,65.7,7.74,1,hybrid,regional,state,425,79620
5.59,349.7,49.8,56.1,71.2,2,83.5,7.15,0,offline,english,state,381,135479
6.65,323.6,52.5,51.7,77.4,5,60.2,7.18,0,none,hindi,cbse,359,177203
6.78,406.7,75.7,68.9,73.9,0,77.7,7.79,0,hybrid,english,cbse,431,75658
8.82,579.3,85.1,88.6,90.3,6,96.7,5.47,1,none,regional,cbse,587,7409
7.69,601.6,83.1,89.2,73.3,8,95.0,7.85,2,offline,regional,state,615,1237
3.98,439.6,76.3,59.8,60.1,6,77.2,8.83,0,offline,english,cbse,432,76466
8.47,605.8,84.5,97.3,73.2,7,95.6,5.61,0,offline,english,cbse,604,3061
7.12,544.1,81.4,86.8,72.3,7,76.5,7.51,0,none,english,icse,609,2845
5.77,291.3,57.9,59.5,50.9,3,66.0,6.21,1,online,hindi,cbse,323,251166
6.79,468.3,89.8,95.0,78.1,4,91.3,7.05,0,none,english,cbse,515,22445
6.23,482.3,91.0,73.8,76.4,4,82.0,7.39,1,none,hindi,state,514,20612
7.13,394.4,60.0,52.8,67.8,2,74.0,7.48,0,online,english,cbse,354,186398
3.91,125.9,40.2,26.6,34.1,1,61.3,7.07,0,hybrid,english,cbse,123,1164592
3.8,423.9,64.9,68.0,69.0,2,77.1,6.65,0,online,regional,cbse,395,120410
6.28,408.7,74.7,70.2,80.8,6,82.0,8.22,0,offline,hindi,cbse,510,22687
5.36,315.6,52.8,47.3,64.3,1,82.9,5.63,2,offline,english,state,313,277264
3.4,467.8,80.3,79.1,79.0,4,91.3,7.34,0,none,english,state,494,28354
6.68,547.9,75.5,81.6,94.8,4,95.3,7.23,1,none,english,icse,547,10100
9.49,422.6,65.4,54.8,58.4,3,79.3,7.03,2,none,hindi,cbse,421,87006
4.92,540.5,68.8,73.3,64.6,5,91.2,8.48,1,none,english,state,482,33439
4.51,361.9,43.1,62.3,62.0,5,66.1,6.3,2,offline,english,cbse,346,200289
2.44,307.4,48.3,45.9,72.1,3,88.0,7.37,0,online,hindi,cbse,338,217304
5.48,515.5,81.5,68.4,71.2,4,81.7,6.9,1,offline,english,cbse,484,35755
3.7,387.1,65.6,74.6,67.0,4,89.1,7.37,0,online,hindi,state,415,96225
4.61,383.4,70.9,68.0,62.3,4,76.1,7.74,1,none,regional,icse,400,110031
7.49,390.1,62.8,69.6,73.5,3,84.1,8.97,1,hybrid,hindi,cbse,433,75632
8.28,519.6,76.9,86.4,86.0,5,84.0,7.47,1,hybrid,hindi,cbse,559,11827
6.67,556.2,99.0,86.2,82.8,5,93.0,7.92,0,hybrid,regional,cbse,549,10861
7.42,355.8,61.6,65.5,74.8,4,88.0,7.68,0,offline,hindi,state,385,135748
4.95,333.3,39.7,58.3,61.4,2,83.8,8.34,1,hybrid,english,state,316,268654
3.54,224.1,34.9,59.2,49.2,4,72.5,6.36,0,none,english,cbse,270,402224
6.73,494.7,88.4,77.7,95.2,9,90.2,7.46,0,hybrid,regional,cbse,599,2991
2.68,249.1,29.9,46.2,41.8,2,73.3,6.4,0,offline,regional,state,233,542571
5.8,583.1,86.8,78.9,88.0,6,99.7,8.59,1,none,english,cbse,551,9652
7.11,432.3,67.8,75.7,74.6,5,89.7,7.26,0,offline,english,cbse,484,36203
4.8,224.9,61.4,54.0,69.8,4,72.1,7.44,0,hybrid,hindi,cbse,351,190867
5.19,456.6,57.2,74.8,62.9,5,91.2,7.54,1,none,hindi,cbse,459,51410
6.07,311.0,68.4,55.1,59.2,3,68.9,5.91,0,none,english,state,361,172050
8.3,494.9,80.2,94.8,94.2,3,94.9,5.28,1,offline,hindi,state,525,16504
4.12,240.7,38.8,42.1,45.9,1,64.1,7.1,1,none,english,state,216,615984
6.28,554.7,97.5,84.1,90.9,7,100.0,6.61,0,online,english,cbse,642,2360
7.09,402.8,63.9,79.5,72.8,4,89.2,6.82,0,online,english,icse,430,78091
5.12,285.5,38.7,51.5,50.0,2,60.9,6.89,0,offline,regional,cbse,280,369047
6.01,258.5,35.3,42.3,49.4,2,58.0,7.36,0,online,english,cbse,213,631181
5.93,378.2,49.0,81.9,69.6,4,67.5,7.45,0,offline,english,cbse,396,117871
3.3,404.3,41.6,61.7,56.7,6,79.3,7.76,0,none,hindi,icse,350,192121
5.43,526.5,73.9,83.8,77.6,4,95.3,7.0,0,offline,english,state,505,24511
4.47,287.1,21.1,38.3,42.9,1,51.6,7.82,2,hybrid,hindi,state,236,529894
4.54,211.3,25.6,35.2,39.0,2,59.7,6.64,0,hybrid,english,cbse,214,625820
8.05,561.5,80.8,91.5,97.1,6,90.5,8.11,0,none,english,cbse,616,2232
5.49,394.9,70.1,64.9,75.1,4,84.6,7.32,0,none,english,cbse,415,95262
5.39,537.9,70.9,78.6,90.1,6,88.1,6.74,0,offline,english,cbse,547,8885
8.33,435.0,80.7,75.0,80.7,5,88.1,7.05,0,offline,english,cbse,492,30843
6.21,276.4,27.6,56.9,51.2,2,63.4,6.45,0,offline,english,cbse,303,304726
4.28,392.0,54.9,74.8,80.5,4,70.0,6.63,0,hybrid,hindi,cbse,461,50180
7.87,565.5,79.3,69.7,88.3,7,84.2,7.11,0,online,english,cbse,579,5681
7.18,474.3,74.3,83.0,72.0,6,87.4,6.4,0,none,regional,state,503,26383
4.89,251.7,40.6,43.3,52.1,3,68.1,8.32,0,offline,regional,cbse,267,413148
8.34,416.3,56.6,92.3,65.2,8,71.0,6.26,1,none,english,cbse,470,45566
8.98,579.5,99.0,85.3,92.4,6,85.6,7.3,0,none,english,cbse,584,2703
6.99,509.9,86.2,65.5,86.9,5,87.1,6.46,0,none,english,cbse,524,17052
5.84,393.9,43.7,76.5,74.6,4,91.7,7.75,0,online,english,state,381,139373
5.52,377.3,62.8,67.0,79.8,3,69.9,7.7,1,hybrid,english,state,416,95600
4.28,365.4,42.2,47.8,44.2,3,76.5,5.8,0,offline,english,state,308,289053
8.2,310.4,53.5,62.0,68.2,3,66.8,7.48,0,hybrid,english,cbse,345,203326
6.02,358.4,64.2,77.6,69.7,5,92.3,7.44,0,none,hindi,state,415,93768
8.36,538.4,72.8,93.0,77.7,6,78.4,7.15,1,offline,hindi,state,595,4827
